Text,Label,Source,Sentiment,Predicted_Sentiment,Sentiment_Score
"Hackneyed writing, certainly, but made even worse by the bad directing.  ",0,IMDb,Negative,Negative,-0.8481
"Of course, the acting is blah.  ",0,IMDb,Negative,Negative,-0.1027
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  ,0,IMDb,Negative,Positive,0.6369
"And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  ",0,IMDb,Negative,Positive,0.7506
"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,IMDb,Positive,Positive,0.9428
"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,IMDb,Positive,Positive,0.8573
"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,IMDb,Positive,Positive,0.5994
"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,IMDb,Positive,Positive,0.6652
Overall I rate this movie a 10 out of a 1-10 scale.  ,1,IMDb,Positive,Neutral,0.0
"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,IMDb,Positive,Neutral,0.0
"I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  ",0,IMDb,Negative,Negative,-0.699
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  ,0,IMDb,Negative,Negative,-0.5267
"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,IMDb,Positive,Positive,0.1901
"This movie creates its own universe, and is fascinating in every way.  ",1,IMDb,Positive,Positive,0.6808
But this movie really got to me.  ,1,IMDb,Positive,Neutral,0.0
See it.  ,1,IMDb,Positive,Neutral,0.0
"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,IMDb,Positive,Positive,0.4188
"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,IMDb,Positive,Positive,0.7579
This movie is a good and humorous comment on life in 2006.  ,1,IMDb,Positive,Positive,0.6705
"I found this move beautiful, enjoyable, and uplifting.  ",1,IMDb,Positive,Positive,0.7783
"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,IMDb,Positive,Neutral,0.0
Later I found myself lost in the power of the film.  ,1,IMDb,Positive,Negative,-0.3182
The entire audience applauded at the conclusion of the film.  ,1,IMDb,Positive,Positive,0.3612
"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,IMDb,Positive,Positive,0.8979
Duris has a wholesome appearance and gives a fine performance.  ,1,IMDb,Positive,Positive,0.2023
The rest of the cast also play well.  ,1,IMDb,Positive,Positive,0.5423
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,IMDb,Positive,Positive,0.2023
About ten minutes into this film I started having second thoughts.  ,0,IMDb,Negative,Neutral,0.0
About half way through this film I started to dislike it.  ,0,IMDb,Negative,Negative,-0.3818
"By the time the film ended, I not only disliked it, I despised it.  ",0,IMDb,Negative,Negative,-0.1134
What this film lacks is a convincing script.  ,0,IMDb,Negative,Positive,0.4019
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  ,0,IMDb,Negative,Neutral,0.0
"Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  ",0,IMDb,Negative,Negative,-0.296
The cast is good.  ,1,IMDb,Positive,Positive,0.4404
"For that, it's worth checking out.  ",1,IMDb,Positive,Positive,0.2263
This is probably the most irritating show I have ever seen in my entire life.  ,0,IMDb,Negative,Negative,-0.5095
It is indescribably the most annoying and idiotic show I have ever seen.  ,0,IMDb,Negative,Negative,-0.7818
Everything about it is just bad.  ,0,IMDb,Negative,Negative,-0.5423
"I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  ",0,IMDb,Negative,Negative,-0.7556
"The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  ",0,IMDb,Negative,Negative,-0.8553
"The casting is also horrible, cause all you see is a really really BAD Actors, period.  ",0,IMDb,Negative,Negative,-0.8521
Final Word: This Show is a real torture!!  ,0,IMDb,Negative,Negative,-0.6688
It is zillion times away from reality.  ,0,IMDb,Negative,Neutral,0.0
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  ,0,IMDb,Negative,Positive,0.4168
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  ,0,IMDb,Negative,Negative,-0.6696
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  ,0,IMDb,Negative,Negative,-0.3206
"Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  ",0,IMDb,Negative,Positive,0.743
From here on the Widmark character turns unintentionally comical!  ,0,IMDb,Negative,Neutral,0.0
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  ,0,IMDb,Negative,Negative,-0.3818
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  ,0,IMDb,Negative,Negative,-0.3612
Whatever prompted such a documentary is beyond me!  ,0,IMDb,Negative,Neutral,0.0
(very serious spoilers) this movie was a huge disappointment.  ,0,IMDb,Negative,Negative,-0.3804
there are so many problems i dont know where to start.  ,0,IMDb,Negative,Negative,-0.4549
the cast was great.  ,1,IMDb,Positive,Positive,0.6249
"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,IMDb,Positive,Positive,0.1513
add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,IMDb,Positive,Positive,0.8908
but the movie makes a lot of serious mistakes.  ,0,IMDb,Negative,Negative,-0.5719
"first of all, there are enough racial stereotypes and racial jokes to offend everyone.  ",0,IMDb,Negative,Negative,-0.0516
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  ,0,IMDb,Negative,Negative,-0.3182
"putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  ",0,IMDb,Negative,Negative,-0.5423
there is no real plot.  ,0,IMDb,Negative,Negative,-0.296
i wouldnt see this movie again for free.  ,0,IMDb,Negative,Positive,0.5106
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,IMDb,Positive,Positive,0.2716
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,IMDb,Positive,Negative,-0.4824
"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,IMDb,Positive,Positive,0.7906
"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,IMDb,Positive,Positive,0.4939
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,IMDb,Positive,Positive,0.1263
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,IMDb,Positive,Positive,0.8979
"The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  ",0,IMDb,Negative,Negative,-0.6486
"I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  ",0,IMDb,Negative,Negative,-0.5302
The original Body and Soul (1947) is a masterpiece.  ,1,IMDb,Positive,Positive,0.7506
"John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  ",1,IMDb,Positive,Positive,0.7906
I don't think there are any redeeming qualities in this remake.  ,0,IMDb,Negative,Neutral,0.0
This may be the only bad film he ever made.  ,0,IMDb,Negative,Negative,-0.5423
So bad...well...it's just bad.  ,0,IMDb,Negative,Negative,-0.5809
"This movie is a solid example of a bad plot and a very, very bad idea all the way.  ",0,IMDb,Negative,Negative,-0.7889
It's a shame to see good actors like Thomerson and James make a living in a mess like this.  ,0,IMDb,Negative,Positive,0.3182
I thought it was bad.  ,0,IMDb,Negative,Negative,-0.5423
"Both films are terrible, but to the credit of the 1986 version, it was watchable.  ",0,IMDb,Negative,Positive,0.3291
"Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  ",0,IMDb,Negative,Negative,-0.6214
The script is a big flawed mess.  ,0,IMDb,Negative,Negative,-0.6808
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  ,0,IMDb,Negative,Positive,0.2263
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  ",0,IMDb,Negative,Negative,-0.5994
The movie is terribly boring in places.  ,0,IMDb,Negative,Negative,-0.7096
The lighting is awful.  ,0,IMDb,Negative,Negative,-0.4588
The film looks cheap and bland.  ,0,IMDb,Negative,Neutral,0.0
One of the most disappointing aspects is the lack of notable gore.  ,0,IMDb,Negative,Negative,-0.6997
"This convention never worked well in the past, and certainly doesn't work here.  ",0,IMDb,Negative,Positive,0.1496
The visual effects were AWFUL.  ,0,IMDb,Negative,Negative,-0.5766
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  ,0,IMDb,Negative,Positive,0.5848
"The ""explosion"" of the Gas tanks at the end was just as awful.  ",0,IMDb,Negative,Negative,-0.4588
"Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  ",1,IMDb,Positive,Positive,0.8993
"Gotta love those close-ups of slimy, drooling teeth!  ",1,IMDb,Positive,Positive,0.6696
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ",0,IMDb,Negative,Negative,-0.7717
Not recommended.  ,0,IMDb,Negative,Negative,-0.1511
"He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ",0,IMDb,Negative,Negative,-0.323
"Aside from it's terrible lead, this film has loads of other debits.  ",0,IMDb,Negative,Negative,-0.4767
"I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ",0,IMDb,Negative,Negative,-0.5565
"Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  ",0,IMDb,Negative,Positive,0.0934
The film's sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).  ,1,IMDb,Positive,Positive,0.1531
"With the originality and freshness of the first movie now spent, this remake had little else to offer.  ",0,IMDb,Negative,Neutral,0.0
The budget was evidently very limited.  ,0,IMDb,Negative,Negative,-0.2944
"This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ",0,IMDb,Negative,Neutral,0.0
"However, here there was no decent acting, action or location work to balance things up.  ",0,IMDb,Negative,Negative,-0.296
Filmiing was less expansive.  ,0,IMDb,Negative,Neutral,0.0
It failed to convey the broad sweep of landscapes that were a great part of the original.  ,0,IMDb,Negative,Positive,0.4767
Generally; it just lacked imagination.  ,0,IMDb,Negative,Neutral,0.0
Not recommended.  ,0,IMDb,Negative,Negative,-0.1511
Is it possible for a movie to get any worse than this?  ,0,IMDb,Negative,Negative,-0.4767
There is no plot here to keep you going in the first place.  ,0,IMDb,Negative,Negative,-0.296
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ",0,IMDb,Negative,Positive,0.2023
"Beware: this is not a trashy cult movie, this is trash -period!  ",0,IMDb,Negative,Neutral,0.0
I can't believe there's even a sequel to this!  ,0,IMDb,Negative,Neutral,0.0
Which is precisely why I am giving it such a bad review!  ,0,IMDb,Negative,Negative,-0.3382
"Being a 90's child, I truly enjoyed this show and I can proudly say that I enjoyed it big time and even more than the classical WB cartoons.  ",1,IMDb,Positive,Positive,0.9201
"But ""Tiny Toons"" kept the 90's vibe and delivered one of the most popular, funny, and underrated cartoons ever created.  ",1,IMDb,Positive,Positive,0.8981
The memories are murky but I can only say that I enjoyed every single episode and product related to the show.  ,1,IMDb,Positive,Positive,0.6652
"Easily, none other cartoon made me laugh in a tender way (before getting into dark sitcoms oriented for teenagers).  ",1,IMDb,Positive,Positive,0.7184
The characters were all funny and had the peculiarity of not having a true lead character.  ,1,IMDb,Positive,Positive,0.2887
Every single character was hilarious and deserved to be called a lead.  ,1,IMDb,Positive,Positive,0.4019
"Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ",0,IMDb,Negative,Negative,-0.2111
"Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ",0,IMDb,Negative,Positive,0.4086
Perabo has a nice energy level and is obviously very comfortable in front of a camera.  ,1,IMDb,Positive,Positive,0.8173
There is simply no excuse for something this poorly done.  ,0,IMDb,Negative,Negative,-0.0572
I saw this movie and I thought this is a stupid movie.  ,0,IMDb,Negative,Negative,-0.5267
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ,0,IMDb,Negative,Negative,-0.5709
"To be honest with you, this is unbelievable nonsense and very foolish.  ",0,IMDb,Negative,Neutral,0.0018
"In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ",0,IMDb,Negative,Positive,0.5275
The story line is just awful!  ,0,IMDb,Negative,Negative,-0.5093
It's just painful!  ,0,IMDb,Negative,Negative,-0.4926
And the accents are absolutely abysmal!  ,0,IMDb,Negative,Neutral,0.0
There's also enough hypocrisy in this film to make me vomit.  ,0,IMDb,Negative,Neutral,0.0
Don't waste your time watching this rubbish non-researched film.  ,0,IMDb,Negative,Positive,0.3252
I believe that Pitch Black was done well.  ,1,IMDb,Positive,Positive,0.2732
"The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn't make it.  ",1,IMDb,Positive,Positive,0.5994
Go watch it!  ,1,IMDb,Positive,Neutral,0.0
Omit watching this.  ,0,IMDb,Negative,Neutral,0.0
VERY funny!  ,1,IMDb,Positive,Positive,0.6391
My rating: just 3 out of 10.  ,0,IMDb,Negative,Neutral,0.0
The characters are interesting and you really care for them.  ,1,IMDb,Positive,Positive,0.7346
"An instant classic, with a great soundtrack and a catchy song during the ending credits.  ",1,IMDb,Positive,Positive,0.765
Don't miss it.  ,1,IMDb,Positive,Positive,0.1139
"This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet's bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.  ",1,IMDb,Positive,Positive,0.8957
"A mature, subtle script that suggests and occasionally brings into dramatic focus the underlying tensions is well served by perfect performances (apart from the odd inappropriate smiling that Keira Knightley is prone to, though perhaps under direction this time as the other characters themselves often mention it).  ",1,IMDb,Positive,Positive,0.765
"But above all the exquisite visual composition of each moment, with inventive and elegant use of close-up, camera angle and lighting, including pointillistic faux home movie footage, is a wonder and joy to behold.  ",1,IMDb,Positive,Positive,0.8847
"It's as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master's work.  ",1,IMDb,Positive,Positive,0.8744
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ,0,IMDb,Negative,Negative,-0.4939
"Regardless, the film fails on most levels.  ",0,IMDb,Negative,Negative,-0.4215
Avoid at all costs.  ,0,IMDb,Negative,Negative,-0.296
"I saw this film over Christmas, and what a great film it was!  ",1,IMDb,Positive,Positive,0.6588
I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!  ,1,IMDb,Positive,Positive,0.6239
His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!  ,1,IMDb,Positive,Positive,0.8268
"I had always known that Errol Flynn was a brilliant actor as he was my dads favourite actor, and I grew up watching his films as a child.  ",1,IMDb,Positive,Positive,0.5859
But it wasn't until I watched this film that I realised how great he actually was.  ,1,IMDb,Positive,Positive,0.7684
I'll give this film 10 out of 10!  ,1,IMDb,Positive,Neutral,0.0
"I know that Jim O'Connor was very energetic and that nobody could be as much as him, but George was well dull.  ",0,IMDb,Negative,Positive,0.0507
"He really didn't seem to want to be hosting; his voice-overs were monotonous, didn't get involved with the guests.  ",0,IMDb,Negative,Negative,-0.0572
"Lovely little thriller from Hitchcock, with lots of nice shenanigans surrounding a murdered spy, a kidnapped child, a nasty church, a foreign plot and some random taxidermists.  ",1,IMDb,Positive,Negative,-0.3167
"Jimmy Stewart is as ever a great hero for Hitchcock, the story rips along to its cool climax at an embassy function, but it lacks the brooding menace of Hitchcock's black and white, low-budget original.  ",1,IMDb,Positive,Positive,0.25
Nevertheless yet another wonderful film from the great master's stable.  ,1,IMDb,Positive,Positive,0.875
I have to say that this film was excellently produced and tops the ratings as a typical sci fi film!  ,1,IMDb,Positive,Positive,0.8268
Excellently produced by one of Sci-fi's best producers Scot Vandiver !  ,1,IMDb,Positive,Positive,0.8622
"But it is entertaining, nonetheless.  ",1,IMDb,Positive,Positive,0.5927
It's a campy sort of film that's a joy to watch.  ,1,IMDb,Positive,Positive,0.5859
There's barely a boring moment in the film and there are plenty of humorous parts.  ,1,IMDb,Positive,Positive,0.1477
The cast is always entertaining as usual.  ,1,IMDb,Positive,Positive,0.4404
"Overall, a delight!  ",1,IMDb,Positive,Positive,0.636
"This movie is so mind-bendingly awful, it couldn't have even been created.  ",0,IMDb,Negative,Negative,-0.3134
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ,0,IMDb,Negative,Negative,-0.5719
The least said about the acting the better.  ,0,IMDb,Negative,Positive,0.4404
This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.  ,1,IMDb,Positive,Positive,0.6478
I believe every one should see this movie as I think few people outside of South Africa understand its past and what is being attempted in the Truth and Reconciliation process.  ,1,IMDb,Positive,Positive,0.3182
Nothing short of magnificent photography/cinematography in this film.  ,1,IMDb,Positive,Negative,-0.4847
"The acting is fantastic, the stories are seamlessly woven together, and the dogs are splendid............. A must rent, view, or see.  ",1,IMDb,Positive,Positive,0.8126
Don't be afraid of subtitles........ its worth a little aversion therapy 10/10  ,1,IMDb,Positive,Negative,-0.1796
Excellent performance.  ,1,IMDb,Positive,Positive,0.5719
There still are good actors around!  ,1,IMDb,Positive,Positive,0.4926
Also great directing and photography.  ,1,IMDb,Positive,Positive,0.6249
"Very true to Shakespear, and a 'must' for all Shakespear fans.  ",1,IMDb,Positive,Positive,0.4754
"Macbeth (Jason Connery) moved me to tears with his final monolog (out brief candle, out)He gave the sphere of moral decay and dark forces a human face, which makes it the more interesting.  ",1,IMDb,Positive,Negative,-0.1548
"Helen Baxendale is a very credible lady Macbeth who can be very cheerfull at times and sometimes she just looks like a naughty girl, but deadly in her taste for blood and evil.  ",1,IMDb,Positive,Negative,-0.7469
"If you love death and decay, and Shakespears lyrics... this is the one.  ",1,IMDb,Positive,Negative,-0.34
"This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA's finest and thoroughly deserving of its Academy Award.  ",1,IMDb,Positive,Positive,0.9062
"Special mention should be made of the superb music score and sound effects, which are an integral element in helping to make this such a memorable and enjoyable cartoon.  ",1,IMDb,Positive,Positive,0.8979
"However Paul Schrader has indeed made a film ""about"" Mishima that is both superb & complex.  ",1,IMDb,Positive,Positive,0.6249
Also notable is John Bailey's fine crisp beautifully colored cinematography and the great production design & costumes by Eiko Ishioka who went on to do the memorable costumes for Coppola's Dracula for which she received a well deserved Oscar.  ,1,IMDb,Positive,Positive,0.8934
"Even allowing for poor production values for the time (1971) and the format (some kind of mini-series), this is baaaaaad.  ",0,IMDb,Negative,Negative,-0.1027
"Unless you're just out to visually ""collect"" all extant films of Austen's work, you can skip this one.  ",0,IMDb,Negative,Neutral,0.0
"If you do watch it, however, there are small consolations: The actresses playing Anne's sisters each do a wonderful job with their roles.  ",1,IMDb,Positive,Positive,0.6705
It is not good.  ,0,IMDb,Negative,Negative,-0.3412
"Speaking of the music, it is unbearably predictably and kitchy.  ",0,IMDb,Negative,Neutral,0.0
Then the film just dropped the ball.  ,0,IMDb,Negative,Neutral,0.0
This is a stunning movie.  ,1,IMDb,Positive,Positive,0.3818
Raw and sublimely moving.  ,1,IMDb,Positive,Neutral,0.0
"It felt like a very gripping, intelligent stage play (but without the overly theatrical feeling one actually gets from watching people on a stage) which plays on everyone's terror of a white lie escalating to monstrous consequences.  ",1,IMDb,Positive,Positive,0.3047
All of the main players are mesmerising.  ,1,IMDb,Positive,Neutral,0.0
Tom Wilkinson broke my heart at the end... and everyone else's judging by the amount of fumbling for hankies and hands going up to faces among males and females alike.  ,1,IMDb,Positive,Positive,0.34
Julian Fellowes has triumphed again.  ,1,IMDb,Positive,Positive,0.4939
He's a national treasure.  ,1,IMDb,Positive,Positive,0.296
GO AND SEE IT!  ,1,IMDb,Positive,Neutral,0.0
This is an excellent film.  ,1,IMDb,Positive,Positive,0.5719
The aerial scenes were well-done.  ,1,IMDb,Positive,Neutral,0.0
It was also the right balance of war and love.  ,1,IMDb,Positive,Positive,0.0772
"The film gives meaning to the phrase, ""Never in the history of human conflict has so much been owed by so many to so few.  ",1,IMDb,Positive,Negative,-0.3182
Kris Kristoffersen is good in this movie and really makes a difference.  ,1,IMDb,Positive,Positive,0.4404
A good film by a great director!  ,1,IMDb,Positive,Positive,0.807
This is definitely one of the better documentaries I have seen looking at family relationships and marriage.  ,1,IMDb,Positive,Positive,0.6808
"There are many continuity errors: one other user commented on different cars in the garage, Joe's glasses...the one that got to me the most was the fact Joe's facial hair configuration seemed to change from scene to scene.  ",0,IMDb,Negative,Negative,-0.34
This is just a great movie.  ,1,IMDb,Positive,Positive,0.6249
10 out of 10 stars.  ,1,IMDb,Positive,Neutral,0.0
I can't see how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ,0,IMDb,Negative,Negative,-0.5106
It's so bad it's actually worth seeing just for that reason.  ,0,IMDb,Negative,Negative,-0.4391
Punishment Park is a brilliant piece of cinema.  ,1,IMDb,Positive,Positive,0.1531
"Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.  ",1,IMDb,Positive,Positive,0.34
This is one of Peter Watkins most accessible films.  ,1,IMDb,Positive,Neutral,0.0
I advise you to look out for it.  ,1,IMDb,Positive,Neutral,0.0
You wont regret it!  ,1,IMDb,Positive,Positive,0.3867
Highly recommended A+  ,1,IMDb,Positive,Positive,0.2716
Well... Just if you keep thinking how bad it is.  ,0,IMDb,Negative,Negative,-0.34
"It's a mediocre, miserable, hollow, laughable and predictable piece of garbage.  ",0,IMDb,Negative,Negative,-0.4588
It's a case of 'so bad it is laughable'.  ,0,IMDb,Negative,Negative,-0.5106
") very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ",0,IMDb,Negative,Negative,-0.3673
"It is a film about nothing, just a pretext to show ridiculous action scenes.  ",0,IMDb,Negative,Negative,-0.3612
How awful she is!  ,0,IMDb,Negative,Negative,-0.5093
"But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ",0,IMDb,Negative,Negative,-0.6956
"The results, well, are a shame.  ",0,IMDb,Negative,Negative,-0.25
DELETE this film from your mind!  ,0,IMDb,Negative,Neutral,0.0
One of the worst shows of all time.  ,0,IMDb,Negative,Negative,-0.6249
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ,0,IMDb,Negative,Negative,-0.2023
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,IMDb,Negative,Neutral,0.0
Never heard of any of them except Cole who was totally unbelievable in the part.  ,0,IMDb,Negative,Positive,0.2716
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ",0,IMDb,Negative,Negative,-0.7506
The stories were as unbelievable as the actors.  ,0,IMDb,Negative,Positive,0.2023
Lame would be the best way to describe it.  ,0,IMDb,Negative,Positive,0.34
"Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens' Christmas Carol in its sensibility.  ",1,IMDb,Positive,Positive,0.6369
The success of the film depends on the casting of Sydney Greenstreet as the Alexander Yardley character.  ,1,IMDb,Positive,Positive,0.5719
The attractive set used throughout most of the film is an eye-pleasing gem.  ,1,IMDb,Positive,Positive,0.4404
"Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ",0,IMDb,Negative,Negative,-0.5647
"The lines, the cuts, the audio, everything is wrong.  ",0,IMDb,Negative,Negative,-0.6486
You can find better movies at youtube.  ,0,IMDb,Negative,Positive,0.4404
"Top line: Don't waste your time and money on this one, its as bad as it comes.  ",0,IMDb,Negative,Negative,-0.0946
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,IMDb,Negative,Neutral,0.0
That's how I'd describe this painfully dreary time-waster of a film.  ,0,IMDb,Negative,Negative,-0.7506
"So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I've seen.  ",0,IMDb,Negative,Negative,-0.6369
"It isn't even an achievement as a ""so-bad-it's-good"" or ""so-bad-it's-memorable"" movie.  ",0,IMDb,Negative,Neutral,0.0
"It's an empty, hollow shell of a movie.  ",0,IMDb,Negative,Negative,-0.2023
"Seriously, it's not worth wasting your, or your kid's time on.  ",0,IMDb,Negative,Neutral,-0.0279
"Avoid, avoid, avoid!  ",0,IMDb,Negative,Negative,-0.7088
It will drive you barking mad!  ,0,IMDb,Negative,Negative,-0.5411
The transfers are very good.  ,1,IMDb,Positive,Positive,0.4927
Very nice and relaxing late night viewing.  ,1,IMDb,Positive,Positive,0.762
The movie is full of wonderful dancing (hence the title!  ,1,IMDb,Positive,Positive,0.6114
") some great music, and terrific scenery.  ",1,IMDb,Positive,Positive,0.802
"It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!  ",1,IMDb,Positive,Positive,0.3802
") a happy, wonderful, feel good ending!  ",1,IMDb,Positive,Positive,0.8908
"The point is the journey, a journey that touches every member of the family.  ",1,IMDb,Positive,Neutral,0.0
It's one of the movies I need to see whenever it comes on TV...never mind the fact that I already have it memorized!  ,1,IMDb,Positive,Neutral,0.0
Nothing new there.  ,0,IMDb,Negative,Neutral,0.0
That was done in the second movie.  ,0,IMDb,Negative,Neutral,0.0
The movie has almost no action scenes in it and very little comedy.  ,0,IMDb,Negative,Positive,0.1477
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ,0,IMDb,Negative,Neutral,0.0
What on earth is Irons doing in this film?  ,0,IMDb,Negative,Neutral,0.0
I just saw this film and I recommend it.  ,1,IMDb,Positive,Positive,0.3612
"It has a very good plot, it holds your complete attention, the acting is superb, Tom Wilkinson was fantastic and Emily Watson was also very good.  ",1,IMDb,Positive,Positive,0.9335
"A very good film indeed, about great and unconditional love.  ",1,IMDb,Positive,Positive,0.9099
"Tom Wilkinson's character is a man who is not prepared for the ordeal that is about to begin, but he takes the matter in hand as the story progresses, and this great actor gives a performance that makes you feel the character's anguish and suffering.  ",1,IMDb,Positive,Positive,0.3463
"Emily Watson's character is very strong, and she has only to give a quick glance and you understand everything.  ",1,IMDb,Positive,Positive,0.5563
"Despite the pans of reviewers, I liked this movie.  ",1,IMDb,Positive,Positive,0.4215
"In fact, I liked it better than Interview With a Vampire and I liked this Lestat (Stuart Townsend) better than Cruise's attempt.  ",1,IMDb,Positive,Positive,0.886
"Aailiyah was pretty good as Akasha, in places compelling (her first entrance and mini dance scene).  ",1,IMDb,Positive,Positive,0.7906
"I'm a big fan of this series mostly due to Anne Rice's style, sensitivities and treatments.  ",1,IMDb,Positive,Positive,0.3182
I guess I liked the details of his dysfunction--he was believable.  ,1,IMDb,Positive,Positive,0.4215
